retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,188,8460,3807,45,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Street Footwear,41,210,8610,3186,37,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,43,182,7826,3287,42,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Apparel,53,196,10388,5194,50,Online
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Women's Apparel,59,200,11800,7080,60,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,13923,7797,56,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,49,200,9800,4410,45,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Street Footwear,47,209,9823,3536,36,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47,218,10246,4611,45,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,62,195,12090,5441,45,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Apparel,65,250,16250,10400,64,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Street Footwear,63,311,19593,11560,59,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,270,15660,7673,49,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Street Footwear,51,248,12648,4553,36,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,52,202,10504,4412,42,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Apparel,64,240,15360,6912,45,Online
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Women's Apparel,66,244,16104,10468,65,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,62,326,20212,11521,57,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,54,243,13122,6430,49,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Street Footwear,50,231,11550,4620,40,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,44,233,10252,4203,41,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,51,225,11475,5279,46,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58,278,16124,9836,61,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,51,287,14637,8489,58,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,48,223,10704,5138,48,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Street Footwear,38,196,7448,2905,39,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,39,210,8190,3276,40,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Apparel,48,175,8400,3864,46,Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Apparel,52,232,12064,7238,60,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Street Footwear,50,244,12200,7320,60,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Athletic Footwear,42,208,8736,4368,50,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Street Footwear,41,176,7216,2814,39,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,41,176,7216,2886,40,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Apparel,52,189,9828,4717,48,Online
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Apparel,56,225,12600,8190,65,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50,278,13900,7923,57,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,44,188,8272,3722,45,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Street Footwear,43,202,8686,3040,35,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,53,225,11925,5009,42,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Apparel,66,196,12936,6080,47,Online
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Women's Apparel,74,206,15244,9604,63,Online
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67,290,19430,11658,60,Online
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58,219,12702,5716,45,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Street Footwear,56,215,12040,4214,35,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,59,194,11446,5151,45,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Apparel,66,225,14850,6683,45,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Apparel,68,228,15504,9302,60,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33,231,7623,3812,50,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,181,6154,3077,50,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24,189,4536,2449,54,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Athletic Footwear,29,173,5017,2759,55,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Men's Apparel,42,156,6552,3014,46,Online
Sports Direct,1185732,2021-01-06,Southeast,South Carolina,Charleston,Women's Apparel,34,196,6664,4265,64,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Street Footwear,34,263,8942,4471,50,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,188,6392,3068,48,Online
Sports Direct,1185732,2021-02-04,Southeast,South Carolina,Charleston,Women's Street Footwear,23,169,3887,2138,55,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29,142,4118,2059,50,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Men's Apparel,44,180,7920,3960,50,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Apparel,29,203,5887,3532,60,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28,276,7728,4173,54,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,29,150,4350,1958,45,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,19,181,3439,1788,52,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25,124,3100,1674,54,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Apparel,37,158,5846,2631,45,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Apparel,27,169,4563,2829,62,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,27,263,7101,3835,54,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,28,155,4340,2040,47,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,20,144,2880,1584,55,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24,140,3360,1814,54,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Men's Apparel,42,131,5502,2751,50,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Apparel,32,189,6048,3689,61,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,41,246,10086,5547,55,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,3516,46,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,37,169,6253,3314,53,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,38,150,5700,3078,54,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Men's Apparel,46,150,6900,3381,49,Online
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Apparel,51,203,10353,6419,62,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,10948,6021,55,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,3593,47,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,47,169,7943,4289,54,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,49,169,8281,4223,51,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Men's Apparel,61,163,9943,4872,49,Online
Sports Direct,1185732,2021-06-04,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,15477,9286,60,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60,294,17640,8820,50,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,224,12992,6496,50,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,53,196,10388,5713,55,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,52,203,10556,5384,51,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Apparel,59,182,10738,5262,49,Online
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Women's Apparel,64,263,16832,10604,63,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,61,308,18788,9958,53,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,58,200,11600,5220,45,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,54,210,11340,6010,53,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,44,182,8008,4244,53,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Men's Apparel,53,176,9328,4477,48,Online
Sports Direct,1185732,2021-08-03,Southeast,North Carolina,Charlotte,Women's Apparel,54,231,12474,7983,64,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,53,250,13250,6890,52,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,49,181,8869,4435,50,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,28,175,4900,2499,51,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,28,150,4200,2100,50,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Men's Apparel,38,156,5928,2727,46,Online
Sports Direct,1185732,2021-09-02,Southeast,North Carolina,Charlotte,Women's Apparel,41,203,8323,5077,61,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Street Footwear,42,245,10290,5557,54,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33,196,6468,2975,46,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Women's Street Footwear,34,150,5100,2601,51,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,34,160,5440,2938,54,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Men's Apparel,42,149,6258,2941,47,Online
Sports Direct,1185732,2021-10-04,Southeast,North Carolina,Charlotte,Women's Apparel,48,176,8448,5322,63,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Men's Street Footwear,44,215,9460,5203,55,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,32,195,6240,2933,47,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,38,167,6346,3427,54,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55,163,8965,4572,51,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Men's Apparel,72,163,11736,5751,49,Online
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Apparel,72,210,15120,9677,64,Online
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,64,244,15616,7964,51,Online
Sports Direct,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,55,202,11110,5000,45,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,55,218,11990,6115,51,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55,196,10780,5821,54,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Men's Apparel,65,169,10985,5383,49,Online
Amazon,1185732,2021-12-02,Southeast,North Carolina,Charlotte,Women's Apparel,69,225,15525,10091,65,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,194,6208,3228,52,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33,150,4950,2475,50,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Street Footwear,24,167,4008,2164,54,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29,123,3567,1855,52,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Apparel,44,128,5632,2816,50,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Apparel,32,173,5536,3598,65,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,231,7392,3696,50,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33,143,4719,2360,50,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Women's Street Footwear,23,158,3634,1817,50,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,101,2929,1465,50,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Men's Apparel,41,122,5002,2301,46,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Women's Apparel,29,143,4147,2530,61,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Street Footwear,27,231,6237,3243,52,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,27,126,3402,1531,45,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Street Footwear,20,124,2480,1314,53,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,98,2352,1223,52,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Men's Apparel,37,113,4181,2049,49,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Apparel,28,128,3584,2186,61,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Street Footwear,28,218,6104,3357,55,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,28,111,3108,1523,49,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Street Footwear,19,106,2014,1067,53,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,102,2448,1224,50,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Men's Apparel,42,101,4242,1994,47,Online
Amazon,1185732,2021-04-10,Midwest,Ohio,Columbus,Women's Apparel,34,137,4658,3028,65,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Street Footwear,42,207,8694,4347,50,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,44,135,5940,2911,49,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Street Footwear,39,143,5577,2844,51,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,38,123,4674,2571,55,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Men's Apparel,49,126,6174,2840,46,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Apparel,53,143,7579,4851,64,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Street Footwear,49,232,11368,6025,53,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,41,138,5658,2603,46,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Street Footwear,49,142,6958,3757,54,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,49,140,6860,3499,51,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Men's Apparel,62,150,9300,4371,47,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Apparel,64,196,12544,7777,62,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Street Footwear,63,252,15876,8256,52,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,56,195,10920,5132,47,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Street Footwear,51,173,8823,4500,51,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,53,152,8056,4350,54,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Apparel,59,154,9086,4180,46,Online
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Women's Apparel,69,181,12489,7868,63,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Street Footwear,61,228,13908,6954,50,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,58,195,11310,5203,46,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Street Footwear,53,150,7950,4055,51,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Athletic Footwear,41,158,6478,3304,51,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Men's Apparel,50,135,6750,3308,49,Online
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Apparel,54,169,9126,5567,61,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Street Footwear,50,225,11250,6075,54,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Athletic Footwear,47,173,8131,3822,47,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Street Footwear,23,138,3174,1746,55,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,113,2712,1383,51,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Men's Apparel,32,122,3904,1874,48,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Apparel,37,138,5106,3166,62,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Street Footwear,36,210,7560,3931,52,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Men's Athletic Footwear,29,138,4002,1881,47,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Women's Street Footwear,27,106,2862,1517,53,Online
Amazon,1185732,2021-10-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,29,112,3248,1656,51,Online
